Date,Price,LogReturn,LogReturn_Pct,GARCH_30D_Vol_Forecast,GARCH_1D_Vol_Forecast,Alpha,Beta,CVNA_Price,ATM_Strike,DTE,Call_IV,Put_IV,Avg_IV,Call_Price,Put_Price,Vol_Spread,Signal,Signal_Strength
6/8/2022,25.2,-0.008298803,-0.829880281,1.540733786,1.59411519,0.080377249,0.911716711,25.2,25,30,1.2323,1.2059,1.2191,3.73,3.6,0.321633786,LONG_STRADDLE,0.263828878
6/9/2022,23.13,-0.085713518,-8.571351827,1.481084408,1.52698542,0.080623843,0.91173661,23.13,23,29,1.2648,1.2272,1.246,3.19,3.2,0.235084408,LONG_STRADDLE,0.188671274
6/10/2022,22.01,-0.049633581,-4.96335807,1.464883664,1.507771339,0.080766084,0.911753192,22.01,22,28,1.2328,1.2637,1.2482,0,3.8,0.216683664,LONG_STRADDLE,0.173596911
6/13/2022,21.03,-0.045546906,-4.554690582,1.410341345,1.452795348,0.080496322,0.911586568,21.03,21,25,1.377,1.353,1.365,3.07,0,0.045341345,NO_TRADE,0.033217103
6/14/2022,20.92,-0.005244351,-0.524435052,1.37230768,1.405740424,0.081069255,0.911711287,20.92,20,31,1.3592,1.3852,1.3722,3.84,3,0.00010768,NO_TRADE,7.85E-05
6/15/2022,24.43,0.155106246,15.51062461,1.317102806,1.345216953,0.081275069,0.911640605,24.43,22.5,30,1.322,1.3497,1.3359,4.92,2.95,-0.018797194,NO_TRADE,0.014070809
6/16/2022,21.4,-0.132420963,-13.24209632,1.333258717,1.422437923,0.075827393,0.910006456,21.4,22.5,29,1.3631,1.376,1.3696,2.87,4.2,-0.036341283,NO_TRADE,0.026534231
6/17/2022,24.27,0.125850098,12.58500977,1.347587824,1.456483324,0.074276938,0.909507725,24.27,23,35,1.3977,1.3501,1.3739,0,3.57,-0.026312176,NO_TRADE,0.019151449
6/21/2022,24.91,0.02602831,2.602830954,1.3224509,1.466453983,0.071236747,0.908307071,24.91,25,31,1.2844,1.2839,1.2842,4.2,3.76,0.0382509,NO_TRADE,0.029785781
6/22/2022,25.14,0.009190874,0.919087389,1.575329171,1.55989079,0.085173594,0.913753638,25.14,25,30,1.3264,1.3019,1.3142,4.5,3.8,0.261129171,LONG_STRADDLE,0.198698197
6/23/2022,28.64,0.130344139,13.03441389,1.244699411,1.358533582,0.07234367,0.908705081,28.64,27,29,1.3361,1.377,1.3565,5,3.6,-0.111800589,SHORT_STRADDLE,0.082418422
6/24/2022,31.52,0.095817923,9.58179229,1.28881429,1.415624043,0.071919794,0.908616685,31.52,31,28,1.2211,1.239,1.23,3.7,4.3,0.05881429,LONG_STRADDLE,0.047816496
6/27/2022,30.34,-0.038155291,-3.815529107,1.349754168,1.44947255,0.074689772,0.909694581,30.34,30,25,1.2847,1.2933,1.289,4.15,3.94,0.060754168,LONG_STRADDLE,0.047132792
6/28/2022,24.74,-0.204045607,-20.4045607,1.345763625,1.419007378,0.076888478,0.91055356,24.74,28,31,1.3324,1.3847,1.3585,3.3,5.85,-0.012736375,NO_TRADE,0.009375322
6/29/2022,23.11,-0.068155943,-6.815594268,1.703868233,1.703991298,0.083597321,0.913569229,23.11,23,30,1.4689,1.4854,1.4772,3.9,4.22,0.226668233,LONG_STRADDLE,0.153444512
6/30/2022,22.58,-0.023200866,-2.320086556,1.441146547,1.551195568,0.074849079,0.910014482,22.58,23,29,1.4952,1.4622,1.4787,3.76,4.07,-0.037553453,NO_TRADE,0.025396262
7/1/2022,21.87,-0.031948724,-3.194872403,1.546430355,1.569790696,0.081613304,0.912489338,21.87,22,28,1.4824,1.4828,1.4826,3.72,3.9,0.063830355,LONG_STRADDLE,0.043052984
7/5/2022,27.58,0.231975038,23.19750377,1.299999926,1.408372051,0.073028722,0.909226537,27.58,24,31,1.6065,1.6298,1.6182,6.1,3.5,-0.318200074,SHORT_STRADDLE,0.196638286
7/6/2022,26.3,-0.047521933,-4.752193318,1.594757358,1.715361244,0.075199434,0.910346308,26.3,26,30,1.5871,1.5999,1.5935,5.1,5,0.001257358,NO_TRADE,0.000789055
7/7/2022,26.78,0.018086401,1.808640108,1.442746966,1.601715785,0.07165492,0.908892565,26.78,27,29,1.5216,1.5601,1.5409,4.49,5.1,-0.098153034,SHORT_STRADDLE,0.06369851
7/8/2022,25.09,-0.06518598,-6.518597988,1.534147656,1.6108401,0.077537437,0.91133123,25.09,25,28,1.555,1.5463,1.5507,4.6,4.19,-0.016552344,NO_TRADE,0.010674111
7/11/2022,22.09,-0.127344343,-12.73443429,1.472170163,1.557799999,0.078832348,0.911715623,22.09,23,25,1.486,1.5558,1.5209,3.5,0,-0.048729837,NO_TRADE,0.032040132
7/12/2022,22.07,-0.000905797,-0.090579716,1.497237882,1.581992051,0.07644998,0.911082101,22.07,22,31,1.4658,1.4864,1.4761,0,3.88,0.021137882,NO_TRADE,0.014320088
7/13/2022,20.97,-0.051126375,-5.112637535,1.385612433,1.491813992,0.074272215,0.910035159,20.97,21,30,1.5029,1.4832,1.4931,4.3,3.65,-0.107487567,SHORT_STRADDLE,0.07198953
7/14/2022,20.23,-0.035926194,-3.592619373,1.208237238,1.373144324,0.071713544,0.908916488,20.23,20,29,1.4939,1.4763,1.4851,3.6,3.5,-0.276862762,SHORT_STRADDLE,0.186427017
7/15/2022,21.25,0.049190244,4.919024419,1.466953345,1.481991281,0.083025915,0.913443092,21.25,21,28,1.3773,1.3688,1.373,3.78,3.16,0.093953345,LONG_STRADDLE,0.068429239
7/18/2022,22.25,0.045985113,4.598511324,1.017659864,1.204291119,0.063966476,0.905565188,22.25,22,25,1.3622,1.3948,1.3785,4.2,3.2,-0.360840136,SHORT_STRADDLE,0.261762884
7/19/2022,22.85,0.026609109,2.660910873,1.274580579,1.330191944,0.076811467,0.910711337,22.85,23,31,1.3746,1.3877,1.3812,3.6,3.88,-0.106619421,SHORT_STRADDLE,0.077193325
7/20/2022,27.38,0.180861703,18.08617025,1.162472409,1.248355551,0.0761848,0.910370026,27.38,25,30,1.4582,1.4809,1.4695,5.6,3.47,-0.307027591,SHORT_STRADDLE,0.208933373
7/21/2022,28.21,0.029863705,2.986370515,1.338958039,1.439395624,0.07752245,0.91155973,28.21,28,29,1.3727,1.4037,1.3882,4.3,4.84,-0.049241961,NO_TRADE,0.035471806
7/22/2022,25.38,-0.105715063,-10.57150627,1.205351909,1.343811794,0.073250002,0.909794495,25.38,26,28,1.4119,1.4176,1.4148,3.88,4.7,-0.209448091,SHORT_STRADDLE,0.148040777
7/25/2022,25.2,-0.007117468,-0.711746777,1.486281764,1.489733183,0.081856752,0.91346553,25.2,25,25,1.4464,1.4582,1.4523,4.5,3.89,0.033981764,NO_TRADE,0.023398584
7/26/2022,24.18,-0.041318149,-4.131814933,1.379757209,1.404209645,0.079827361,0.912552407,24.19,24,31,1.3691,1.4484,1.4088,0,0,-0.029042791,NO_TRADE,0.020615269
7/27/2022,26.36,0.086321864,8.632186445,1.314903578,1.348233749,0.082655652,0.91388212,26.36,26.5,30,1.3988,1.4149,1.4069,4.1,5.1,-0.091996422,SHORT_STRADDLE,0.065389454
7/28/2022,27.18,0.030633699,3.063369909,1.287097752,1.331714246,0.080684817,0.91296283,27.18,27,29,1.3636,1.4231,1.3934,4.25,0,-0.106302248,SHORT_STRADDLE,0.076289829
7/29/2022,29.15,0.069973504,6.997350407,1.182737574,1.251098765,0.078309065,0.911761526,29.15,29,28,1.309,1.3568,1.3329,4,4.5,-0.150162426,SHORT_STRADDLE,0.112658433
8/1/2022,30.17,0.03439314,3.439314037,1.161979707,1.238799596,0.077765119,0.911902184,30.17,30,25,1.3432,1.3661,1.3547,4.65,4.46,-0.192720293,SHORT_STRADDLE,0.142260495
8/2/2022,34.05,0.120981979,12.09819794,1.221184549,1.252534268,0.081340697,0.913306143,34.05,32,31,1.2894,1.2953,1.2924,0,4.5,-0.071215451,SHORT_STRADDLE,0.055103259
8/3/2022,34.9,0.024656797,2.465679661,1.299107988,1.333381568,0.080953643,0.912957754,34.9,35,30,1.3768,1.3713,1.374,5.2,5.9,-0.074892012,SHORT_STRADDLE,0.054506559
8/4/2022,33.54,-0.039748073,-3.974807281,1.309289682,1.29983164,0.083534752,0.913844401,33.53,34,29,1.4056,1.4441,1.4249,5.9,6.1,-0.115610318,SHORT_STRADDLE,0.081135741
8/5/2022,46.98,0.336983223,33.69832228,1.046802837,1.135873706,0.076063072,0.910549431,46.98,36,28,1.2852,1.3273,1.3063,9.1,3.3,-0.259497163,SHORT_STRADDLE,0.198650512
8/8/2022,46.46,-0.011130252,-1.113025189,1.599706836,1.792886956,0.065759665,0.907000617,46.46,46,25,1.1254,1.1638,1.1446,5.25,6.3,0.455106836,LONG_STRADDLE,0.397612123
8/9/2022,41.43,-0.114586471,-11.45864713,1.381789682,1.641364887,0.0670065,0.907590992,41.43,44,31,1.0827,1.0976,1.0902,6.5,7.2,0.291589682,LONG_STRADDLE,0.267464394
8/10/2022,47.31,0.132716434,13.27164336,1.749589981,1.811571693,0.080232837,0.913458063,47.31,43,30,1.0739,1.1335,1.1037,0,0,0.645889981,LONG_STRADDLE,0.585204295
8/11/2022,50.13,0.057897942,5.789794163,1.854449741,1.870124198,0.083065186,0.914612471,50.13,49,29,1.084,1.133,1.1085,9.42,0,0.745949741,LONG_STRADDLE,0.672936167
8/12/2022,52.1,0.038545317,3.854531748,1.357379988,1.602905948,0.067328967,0.907665797,52.1,52,28,1.062,1.0879,1.0749,6.49,0,0.282479988,LONG_STRADDLE,0.262796528
8/15/2022,51,-0.021339316,-2.133931603,1.733137875,1.747380284,0.079117181,0.912899403,51,51,25,1.0429,1.0596,1.0512,5.7,6,0.681937875,LONG_STRADDLE,0.648723245
8/16/2022,54.59,0.068025083,6.802508307,1.678019093,1.677978248,0.082891613,0.914583754,54.59,55,31,1.0687,1.1008,1.0847,6.9,7.6,0.593319093,LONG_STRADDLE,0.546989115
8/17/2022,49.62,-0.095456738,-9.545673753,1.128292833,1.37789533,0.06241389,0.905496697,49.62,52.5,30,1.082,1.1291,1.1056,5.95,8.1,0.022692833,NO_TRADE,0.020525355
8/18/2022,47.86,-0.036113896,-3.611389578,1.611204683,1.61927641,0.083013431,0.914605813,47.86,47.5,29,1.1097,1.1293,1.1195,5.85,6.2,0.491704683,LONG_STRADDLE,0.439218118
8/19/2022,42.3,-0.123492996,-12.34929964,1.323777429,1.434528581,0.063807218,0.906095799,42.3,46,35,1.1404,1.2066,1.1735,5,8.4,0.150277429,LONG_STRADDLE,0.128059164
8/22/2022,35.96,-0.162379876,-16.23798764,1.557377666,1.58132724,0.075894397,0.911429914,35.96,40,25,1.2332,1.2663,1.2498,3.39,7.7,0.307577666,LONG_STRADDLE,0.246101509
8/23/2022,34.7,-0.035667523,-3.566752265,1.648507343,1.682992625,0.081392155,0.913902353,34.7,34.5,31,1.2453,1.2758,1.2605,5.2,0,0.388007343,LONG_STRADDLE,0.307820185
8/24/2022,36.09,0.039276132,3.92761317,1.633777868,1.641061761,0.083129772,0.914662767,36.09,36,30,1.2375,1.218,1.2277,5.79,5.13,0.406077868,LONG_STRADDLE,0.330763108
8/25/2022,38.49,0.064382649,6.438264864,1.558683199,1.570231742,0.082330355,0.914161402,38.49,38.5,29,1.1532,1.1912,1.1722,0,6,0.386483199,LONG_STRADDLE,0.329707557
8/26/2022,35.54,-0.079739645,-7.973964457,1.549084495,1.545761979,0.08357219,0.914790736,35.54,36,28,1.1828,1.2102,1.1965,4.4,5.26,0.352584495,LONG_STRADDLE,0.294679896
8/29/2022,34.21,-0.038140824,-3.814082374,1.56791052,1.543318052,0.079579456,0.913002021,34.21,34,32,1.2319,1.2531,1.2425,5.12,5,0.32541052,LONG_STRADDLE,0.261899815
8/30/2022,33.09,-0.033286877,-3.328687706,1.288354229,1.354937419,0.063659601,0.905980337,33.09,33,31,1.2178,1.2337,1.2258,0,4.6,0.062554229,LONG_STRADDLE,0.05103135
8/31/2022,32.99,-0.003026637,-0.302663669,1.281279349,1.325229196,0.064898311,0.906481014,32.99,33,30,1.2126,1.2282,1.2204,0,4.8,0.060879349,LONG_STRADDLE,0.04988475
9/1/2022,32.78,-0.006385912,-0.638591192,1.286275278,1.302963828,0.068472951,0.907968956,32.78,33,29,1.1976,1.2103,1.2039,0,5.7,0.082375278,LONG_STRADDLE,0.068423688
9/2/2022,31.58,-0.037294564,-3.729456449,1.260831449,1.271534455,0.083092942,0.913974084,31.58,31.5,35,1.2209,1.248,1.2345,5.2,4.6,0.026331449,NO_TRADE,0.021329647
9/6/2022,31.49,-0.002853974,-0.285397371,1.246810955,1.23964239,0.084320455,0.914285147,31.49,31.5,31,1.1993,1.2151,1.2072,4.8,4.7,0.039610955,NO_TRADE,0.032812255
9/7/2022,33.31,0.056187617,5.618761709,1.149849043,1.16690782,0.08246163,0.913427008,33.31,33.5,30,1.1441,1.1648,1.1545,4,4.56,-0.004650957,NO_TRADE,0.004028546
9/8/2022,33.98,0.019914464,1.991446404,1.202063864,1.183196256,0.082847178,0.913677543,33.98,34,29,1.0824,1.1205,1.1015,4.35,4.4,0.100563864,LONG_STRADDLE,0.091297198
9/9/2022,36.62,0.074822423,7.4822423,1.132244926,1.125456941,0.08416134,0.914030993,36.62,36,28,1.0939,1.1162,1.105,4.15,4.4,0.027244926,NO_TRADE,0.024656041
9/12/2022,42.28,0.143719622,14.37196218,1.103087978,1.114457335,0.083660711,0.914019705,42.28,39,25,1.1183,1.1773,1.1478,6.8,4.65,-0.044712022,NO_TRADE,0.038954541
9/13/2022,36.81,-0.138544614,-13.85446136,0.936759817,1.084955502,0.061852998,0.905165151,36.81,40,31,1.1423,1.1749,1.1586,3.8,7.07,-0.221840183,SHORT_STRADDLE,0.191472624
9/14/2022,36.07,-0.020308052,-2.030805248,1.09103582,1.221601758,0.066028814,0.906990886,36.07,36,30,1.1343,1.1806,1.1575,5,0,-0.06646418,SHORT_STRADDLE,0.057420458
9/15/2022,37.02,0.025996812,2.599681223,1.05584767,1.176259829,0.067841057,0.907771629,37.02,37,29,1.1387,1.1728,1.1558,5,6.17,-0.09995233,SHORT_STRADDLE,0.086478915
9/16/2022,32.92,-0.117377931,-11.73779313,1.273527664,1.266915364,0.078397178,0.912325863,32.92,35,28,1.168,1.2175,1.1927,3.55,4.3,0.080827664,LONG_STRADDLE,0.067768646
9/19/2022,33.45,0.015971411,1.597141077,1.36136701,1.342669746,0.084015036,0.914834974,33.45,33.5,25,1.1805,1.1972,1.1889,0,0,0.17246701,LONG_STRADDLE,0.145064354
9/20/2022,30.97,-0.077032793,-7.703279259,1.257764209,1.261533413,0.081194208,0.913293422,30.97,31,31,1.2087,1.2055,1.2071,4.6,4.51,0.050664209,LONG_STRADDLE,0.041971841
9/21/2022,30.66,-0.010060121,-1.006012054,1.228934339,1.245749148,0.077916533,0.912144452,30.66,30.5,30,1.1754,1.1963,1.1859,0,4.3,0.043034339,NO_TRADE,0.036288337
9/22/2022,26.97,-0.128233736,-12.82337363,1.253701752,1.232552399,0.08354324,0.914506356,26.96,28.5,29,1.1631,1.1743,1.1687,3.36,4.2,0.085001752,LONG_STRADDLE,0.072731883
9/23/2022,26.2,-0.028965726,-2.896572638,1.325368469,1.314536592,0.082063523,0.914023248,26.2,26,28,1.215,1.2377,1.2264,3.57,3.66,0.098968469,LONG_STRADDLE,0.08069836
9/26/2022,24.44,-0.069538276,-6.953827646,1.318269979,1.285406508,0.083415531,0.914563095,24.44,24,25,1.2956,1.2944,1.295,3.8,2.92,0.023269979,NO_TRADE,0.017969096
9/27/2022,24.83,0.015831465,1.583146522,1.227803848,1.21598928,0.082314259,0.913808875,24.83,25,31,1.3118,1.3122,1.312,4.91,3.7,-0.084196152,SHORT_STRADDLE,0.064173896
9/28/2022,26.87,0.078957823,7.895782311,1.284996612,1.232484655,0.082897505,0.914192785,26.76,27,30,1.3383,1.2859,1.3121,3.8,4.03,-0.027103388,NO_TRADE,0.020656495
9/29/2022,21.57,-0.219706962,-21.97069622,1.202345105,1.18860816,0.080813413,0.913149971,21.57,25,29,1.3644,1.4078,1.3861,2.1,5.8,-0.183754895,SHORT_STRADDLE,0.132569724
9/30/2022,20.3,-0.060682574,-6.068257435,1.52902183,1.510419582,0.083239814,0.91496688,20.3,20,28,1.4073,1.4083,1.4078,3.8,3,0.12122183,LONG_STRADDLE,0.086107281
10/3/2022,21.46,0.055569851,5.556985115,1.523833898,1.509991612,0.081668788,0.914634661,21.46,21,25,1.3686,1.3511,1.3598,3.55,2.85,0.164033898,LONG_STRADDLE,0.1206309
10/4/2022,23.26,0.08054441,8.054440989,1.535566576,1.477546647,0.082289918,0.914849865,23.26,23,31,1.4277,1.4553,1.4415,4.1,3.78,0.094066576,LONG_STRADDLE,0.065256036
10/5/2022,21.55,-0.076359331,-7.635933054,1.576397928,1.505230902,0.079210735,0.913410889,21.55,22,30,1.4451,1.41,1.4276,3.7,4.2,0.148797928,LONG_STRADDLE,0.104229426
10/6/2022,21.13,-0.019681985,-1.968198492,1.503264174,1.451692505,0.08065588,0.914046552,21.13,21,29,1.4207,1.4358,1.4282,3.5,3.5,0.075064174,LONG_STRADDLE,0.052558587
10/7/2022,19.27,-0.092144349,-9.21443492,1.399402998,1.362832178,0.083413799,0.915323573,19.27,19,28,1.4448,1.4999,1.4724,3.4,3.2,-0.072997002,SHORT_STRADDLE,0.049576883
10/10/2022,18.21,-0.056578589,-5.657858869,1.505314788,1.43545663,0.079398585,0.913485638,18.21,18,25,1.5515,1.5911,1.5713,3.05,3.2,-0.065985212,SHORT_STRADDLE,0.041994025
10/11/2022,18.32,0.006022466,0.602246551,1.322994703,1.304807448,0.079483769,0.913578023,18.32,18.5,31,1.4924,1.5257,1.5091,3.74,3.5,-0.186105297,SHORT_STRADDLE,0.123322045
10/12/2022,19.07,0.04012306,4.012306037,1.284233156,1.259448093,0.082232495,0.914579476,19.07,19,30,1.498,1.5082,1.5031,3.6,3.32,-0.218866844,SHORT_STRADDLE,0.145610302
10/13/2022,18.87,-0.01054306,-1.054306023,1.368985965,1.295239555,0.08168186,0.914300286,18.87,19,29,1.5069,1.5394,1.5231,3.45,3.42,-0.154114035,SHORT_STRADDLE,0.101184449
10/14/2022,17.14,-0.096158446,-9.615844621,1.302676097,1.237072198,0.067036832,0.907625993,17.14,17,28,1.5809,1.6117,1.5963,5,2.37,-0.293623903,SHORT_STRADDLE,0.183940301
10/17/2022,18.22,0.061104979,6.110497866,1.354823306,1.263328291,0.081683694,0.914324527,18.22,18,25,1.5457,1.5649,1.5553,3.1,2.95,-0.200476694,SHORT_STRADDLE,0.128899051
10/18/2022,18.37,0.008199007,0.81990074,1.237779092,1.203677456,0.082542569,0.914650657,18.41,17.5,31,1.5239,1.5526,1.5383,3.8,2.9,-0.300520908,SHORT_STRADDLE,0.195359103
10/19/2022,14.99,-0.203335587,-20.33355871,1.232629949,1.180157289,0.082176649,0.914430136,15.03,17.5,30,1.5613,1.6012,1.5813,1.96,4.63,-0.348670051,SHORT_STRADDLE,0.220495827
10/20/2022,14.48,-0.034614925,-3.461492516,1.542207986,1.485003804,0.075294312,0.912151938,14.48,15,29,1.6156,1.6571,1.6364,2.55,3.1,-0.094192014,SHORT_STRADDLE,0.057560507
10/21/2022,14.25,-0.01601148,-1.601148024,1.463833161,1.416418079,0.073308649,0.911352604,14.25,14,35,1.5298,1.541,1.5354,3.2,2.7,-0.071566839,SHORT_STRADDLE,0.046611202
10/24/2022,13.38,-0.062995852,-6.299585201,1.372130695,1.323897324,0.081490632,0.915407646,13.39,13,32,1.5375,1.5397,1.5386,3.44,2.25,-0.166469305,SHORT_STRADDLE,0.108195311
10/25/2022,15.28,0.132783729,13.2783729,1.398104953,1.336872422,0.068257297,0.908979804,15.27,15,31,1.5298,1.565,1.5474,2.8,2.75,-0.149295047,SHORT_STRADDLE,0.096481225
10/26/2022,15.1,-0.01185004,-1.185003992,1.494750923,1.433448565,0.081086391,0.915499194,15.12,15,30,1.5764,1.5687,1.5726,3.12,2.4,-0.077849077,SHORT_STRADDLE,0.049503419
10/27/2022,14.52,-0.039167734,-3.916773442,1.430437776,1.369669373,0.081391184,0.916040826,14.55,15,29,1.5625,1.6009,1.5817,2.5,2.95,-0.151262224,SHORT_STRADDLE,0.095632689
11/1/2022,15.28,0.121635342,12.16353416,1.339607311,1.258571332,0.078891722,0.915461481,15.28,15.5,31,1.5569,1.6252,1.591,0,3.1,-0.251392689,SHORT_STRADDLE,0.158009233
11/2/2022,13.47,-0.126079793,-12.60797933,1.463176825,1.366591861,0.095273628,0.899953889,13.47,13.5,30,1.6386,1.6273,1.633,3.1,2.35,-0.169823175,SHORT_STRADDLE,0.103994596
11/3/2022,14.35,0.063284952,6.328495178,1.464079573,1.4012191,0.076796318,0.915434247,14.35,14.5,29,1.6339,1.6597,1.6468,2.85,2.74,-0.182720427,SHORT_STRADDLE,0.110954838
11/4/2022,8.76,-0.493554037,-49.35540373,1.429604906,1.380009646,0.06659078,0.923734799,8.78,12,28,1.5285,1.6521,1.5903,0.65,3.8,-0.160695094,SHORT_STRADDLE,0.101047031
11/7/2022,7.39,-0.17006817,-17.006817,2.695734771,2.63874168,0.083766827,0.914185842,7.39,7.5,25,1.6494,1.6952,1.6723,1.4,1.4,1.023434771,LONG_STRADDLE,0.611992329
11/8/2022,7.36,-0.004067802,-0.406780222,2.487982503,2.53707113,0.076745511,0.911232817,7.35,7.5,31,1.6065,1.6363,1.6214,1.3,1.6,0.866582503,LONG_STRADDLE,0.534465587
11/9/2022,7.59,0.030771659,3.077165867,2.317406916,2.391713565,0.073474018,0.9108487,7.58,7.5,30,1.5887,1.595,1.5919,1.45,1.35,0.725506916,LONG_STRADDLE,0.455749052
11/10/2022,9.99,0.274753001,27.47530013,2.267451152,2.312647902,0.073926286,0.912075238,9.99,10,29,1.5732,1.6805,1.6268,1.8,1.8,0.640651152,LONG_STRADDLE,0.393810642
11/11/2022,11.88,0.173271721,17.32717213,2.7647161,2.688438412,0.085805518,0.913033537,11.88,12,28,1.5423,1.6509,1.5966,1.45,0,1.1681161,LONG_STRADDLE,0.73162727
11/14/2022,9.74,-0.198615196,-19.86151963,2.801127572,2.725482516,0.085533592,0.91241467,9.73,9.5,25,1.6328,1.6887,1.6607,0,1.46,1.140427572,LONG_STRADDLE,0.686714983
11/15/2022,9.93,0.01931936,1.93193604,2.826877005,2.754444256,0.086286498,0.911450899,9.93,10,31,1.5343,1.6746,1.6045,1.8,2.05,1.222377005,LONG_STRADDLE,0.761842945
11/16/2022,8.55,-0.149629195,-14.96291951,2.575645143,2.70110857,0.129568476,0.850348657,8.55,7.5,30,1.6341,1.7189,1.6765,2.24,1.15,0.899145143,LONG_STRADDLE,0.536322781
11/17/2022,8.32,-0.027269028,-2.726902812,2.492095496,2.522604502,0.08033009,0.909591338,8.32,7.5,29,1.6127,1.6921,1.6524,1.94,1.18,0.839695496,LONG_STRADDLE,0.508167209
11/18/2022,8.06,-0.031748698,-3.174869831,2.312566193,2.304383123,0.055138184,0.938441219,8.06,8,35,1.55,1.666,1.608,1.55,1.75,0.704566193,LONG_STRADDLE,0.438163055
11/21/2022,7.05,-0.13388594,-13.38859397,2.091213234,2.190521548,0.064394187,0.914624032,7.05,7,32,1.6236,1.6835,1.6535,1.45,1.48,0.437713234,LONG_STRADDLE,0.264719222
11/22/2022,6.8,-0.036105005,-3.610500464,1.992992032,2.126484614,0.066528891,0.904770186,6.8,7,31,1.5545,1.6152,1.5849,1.19,1.45,0.408092032,LONG_STRADDLE,0.257487559
11/23/2022,8.12,0.177407542,17.7407542,1.546904692,1.641424423,0.112543212,0.770512078,8.12,8,30,1.4657,1.5424,1.5041,1.55,1.45,0.042804692,NO_TRADE,0.028458674
11/25/2022,7.97,-0.018645661,-1.864566137,1.923323228,2.074455739,0.062152679,0.903778478,7.97,8,28,1.5274,1.5234,1.5254,1.54,1.4,0.397923228,LONG_STRADDLE,0.260864841
11/28/2022,7.47,-0.064789494,-6.478949366,1.805132855,1.947694915,0.057714307,0.901826589,7.47,7.5,25,1.4719,1.5235,1.4977,1.19,1.33,0.307432855,LONG_STRADDLE,0.205269984
11/29/2022,7.34,-0.017556157,-1.755615652,1.68860722,1.820519497,0.049998827,0.899991622,7.34,7.5,31,1.449,1.496,1.4725,1.5,1.42,0.21610722,LONG_STRADDLE,0.146762119
11/30/2022,7.71,0.049179345,4.917934495,1.656357794,1.76128231,0.049998549,0.899991481,7.71,7.5,30,1.476,1.5723,1.5242,1.45,1.35,0.132157794,LONG_STRADDLE,0.086706334
12/1/2022,8.13,0.053042736,5.304273598,1.476776918,1.462527105,0.080939005,0.783385565,8.13,8,29,1.5083,1.4895,1.4989,1.49,1.33,-0.022123082,NO_TRADE,0.014759545
12/2/2022,8.07,-0.007407441,-0.740744128,1.467604303,1.432140359,0.078769733,0.778382835,8.07,8,28,1.3821,1.4052,1.3937,1.32,1.46,0.073904303,LONG_STRADDLE,0.053027411
12/5/2022,7.1,-0.128058698,-12.80586982,1.451994749,1.374706741,0.077768038,0.769270043,7.1,7,25,1.4798,1.4747,1.4773,1.25,1.09,-0.025305251,NO_TRADE,0.017129392
12/6/2022,6.71,-0.056495833,-5.649583306,1.466917952,1.435381085,0.072305807,0.778307488,6.71,6.5,31,1.5458,1.6202,1.583,1.35,1.22,-0.116082048,SHORT_STRADDLE,0.073330416
12/7/2022,3.83,-0.560734148,-56.07341478,1.457066648,1.39902253,0.070616067,0.77538349,3.83,4.5,30,2.0261,2.1782,2.1022,0.75,1.4,-0.645133352,SHORT_STRADDLE,0.30688486
12/8/2022,4.96,0.258540938,25.85409375,2.679311317,2.800951765,0.063909615,0.922185796,4.96,5,29,1.8735,2.0091,1.9413,1.1,1.2,0.738011317,LONG_STRADDLE,0.380163456
12/9/2022,5.05,0.017982503,1.798250255,2.949188664,3.023188952,0.067773598,0.919493226,5.05,5,28,1.984,2.1022,2.0431,1.17,1.2,0.906088664,LONG_STRADDLE,0.443487183
12/12/2022,4.95,-0.020000667,-2.000066671,2.733191475,2.84759992,0.064220573,0.918958401,4.95,5,25,1.7801,1.9485,1.8643,1,1.1,0.868891475,LONG_STRADDLE,0.466068484
12/13/2022,4.83,-0.024541109,-2.454110892,2.719060245,2.76083444,0.065466638,0.926514499,4.83,5,31,1.8378,1.8341,1.8359,1,1.11,0.883160245,LONG_STRADDLE,0.4810503
12/14/2022,5.26,0.085284559,8.528455909,2.709001343,2.697720672,0.062050357,0.929755224,5.26,5.5,30,1.7513,1.8772,1.8143,0.95,1.29,0.894701343,LONG_STRADDLE,0.49313859
12/15/2022,5.47,0.03914759,3.914758968,2.727112222,2.665910503,0.061012339,0.935905865,5.47,5.5,29,1.7388,1.8428,1.7908,1.1,1.21,0.936312222,LONG_STRADDLE,0.52284578
12/16/2022,5.03,-0.083858632,-8.385863232,2.401894064,2.456822372,0.05460872,0.933891947,5.03,5,28,1.7969,1.8381,1.8175,1.04,1,0.584394064,LONG_STRADDLE,0.321537312
12/19/2022,4.42,-0.129280288,-12.9280288,2.471695023,2.44990311,0.051289786,0.944928892,4.42,4.5,25,1.6766,1.8518,1.7642,0.8,0.99,0.707495023,LONG_STRADDLE,0.401028808
12/20/2022,4.16,-0.060624622,-6.062462182,2.398669077,2.404846407,0.051493437,0.936261024,4.16,4,31,1.7531,1.8599,1.8065,0.98,0.83,0.592169077,LONG_STRADDLE,0.327799102
12/21/2022,4.32,0.037740328,3.774032798,2.194058084,2.251416267,0.045286833,0.933370818,4.32,4.5,30,1.7311,1.8532,1.7922,0.81,1.02,0.401858084,LONG_STRADDLE,0.224226138
12/22/2022,4.13,-0.044977995,-4.497799528,2.110441366,2.16831095,0.041646226,0.94483296,4.13,4,29,1.6869,1.7839,1.7354,0.85,0.75,0.375041366,LONG_STRADDLE,0.216112346
